,(DC)FDI: Equity Capital (EC): Total,"(DC)FDI: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: EC: CM: Crop, Livestock & Related Services",(DC)FDI: EC: CM: Forestry,(DC)FDI: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: EC: CM: OE: Mineral Extraction,(DC)FDI: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: EC: CM: Metallic Mineral Extraction,(DC)FDI: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: EC: CM: Others,(DC)FDI: EC: CM: Petroleum Extraction & Related Services,"(DC)FDI: EC: CM: Silviculture, Forest Mgmt & Related Serv",(DC)FDI: EC: CM: Others,(DC)FDI: Equity Capital (EC): Industry,(DC)FDI: EC: Industry: Basic metallurgy,(DC)FDI: EC: Industry: Chemical Industry,"(DC)FDI: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: EC: Industry: Electrical Machines, Devices & Apparatuses",(DC)FDI: EC: Industry: Foodstuff and Beverages,(DC)FDI: EC: Industry: F&B: Foodstuff,(DC)FDI: EC: Industry: F&B: Beverages,(DC)FDI: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: EC: Industry: Maintenance & Repair of Computer Eqpt,(DC)FDI: EC: Industry: Mfg & Assembly of Automotive Engine,(DC)FDI: EC: Industry: Metal Products,(DC)FDI: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: EC: Industry: Other Transportation Eqpts Industry,(DC)FDI: EC: Industry: Pharmaceuticals,(DC)FDI: EC: Industry: Plastic & Rubber Products,(DC)FDI: EC: Industry: Publishing & Printing,"(DC)FDI: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: EC: Industry: Sundry,(DC)FDI: EC: Industry: Textile Products,(DC)FDI: EC: Industry: Tobacco Products,(DC)FDI: EC: Industry: Wood Products,(DC)FDI: EC: Industry: Chemical Products,(DC)FDI: EC: Industry: Coke & Oil Refining,"(DC)FDI: EC: Industry: Edition, Printing & Recording","(DC)FDI: EC: Industry: Elect Machines, Devices & Apparatus",(DC)FDI: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: EC: Industry: Machinery & Equipments,(DC)FDI: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: EC: Industry: Office Machines & Computing Equip,(DC)FDI: EC: Industry: Other Transportation Equipments,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: Equity Capital (EC): Services,(DC)FDI: EC: Services: Advertising & Market Research,(DC)FDI: EC: Services: Architectural & Engineering Services,(DC)FDI: EC: Services: Buildings,(DC)FDI: EC: Services: Commerce,(DC)FDI: EC: Services: Commerce: Incl Maintenance of Vehicle,(DC)FDI: EC: Services: Commerce: Excl Maintenance of Vehicle,(DC)FDI: EC: Services: Electricity & Gas,(DC)FDI: EC: Services: Financial & Auxiliary Services,(DC)FDI: EC: Services: Lodging & Food,(DC)FDI: EC: Services: L&F: Food Industry Service,(DC)FDI: EC: Services: L&F: Lodging,(DC)FDI: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: EC: Services: Information Technology Services,(DC)FDI: EC: Services: Infrastructure works,(DC)FDI: EC: Services: Insurance & Pension Funds,(DC)FDI: EC: Services: Non Real Estate Lease & Intangible Assets,(DC)FDI: EC: Services: Nonfinancial Holdings,(DC)FDI: EC: Services: Office Svcs & Other Svcs Rendered to Corp,(DC)FDI: EC: Services: Other Services,(DC)FDI: EC: Services: Real Estate Services,(DC)FDI: EC: Services: Storage & Transpo Auxiliary Activities,(DC)FDI: EC: Services: Telecommunication,(DC)FDI: EC: Services: Transportation Services,(DC)FDI: EC: Services: Travel Agencies & Tourist Operators,(DC)FDI: EC: Services: Water Services,(DC)FDI: EC: Services: Computing & Related Activities,(DC)FDI: EC: Services: Construction,(DC)FDI: EC: Services: Education,"(DC)FDI: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: EC: Services: Financial Intermediation,(DC)FDI: EC: Services: Real Estate,"(DC)FDI: EC: Services: Recreational, Cultural & Sport Activity",(DC)FDI: EC: Services: Services Rendered to Corporations,(DC)FDI: EC: Services: Transportation,"(DC)FDI: EC: Serv: Vehicle, Machinery & Equip Rent",(DC)FDI: EC: Services: Others,(DC)FDI: ytd: Equity Capital (EC)): Total,"(DC)FDI: ytd: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: ytd: EC: CM: Crop, Livestock & Related Services",(DC)FDI: ytd: EC: CM: Forestry,(DC)FDI: ytd: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: ytd: EC: CM: OE: Mineral Extraction,(DC)FDI: ytd: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: ytd: EC: CM: Metallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Others,"(DC)FDI: ytd: EC: CM: Silviculture, Forest Mgmt","(DC)FDI: ytd: EC: CM: Petroleum Extraction, Rel Serv",(DC)FDI: ytd: EC: CM: Others,(DC)FDI: ytd: Equity Capital (EC): Industry,(DC)FDI: ytd: EC: Industry: Basic metallurgy,(DC)FDI: ytd: EC: Industry: Chemical Industry,"(DC)FDI: ytd: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: ytd: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: ytd: EC: Industry: Electrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Foodstuff and Beverages,(DC)FDI: ytd: EC: Industry: F&B: Foodstuff,(DC)FDI: ytd: EC: Industry: F&B: Beverages,(DC)FDI: ytd: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: ytd: EC: Industry: Maintenance & Repair of Computer,(DC)FDI: ytd: EC: Industry: Mfg & Assembly of Auto Engine,(DC)FDI: ytd: EC: Industry: Metal Products,(DC)FDI: ytd: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Eqpts Indus,(DC)FDI: ytd: EC: Industry: Pharmaceuticals,(DC)FDI: ytd: EC: Industry: Plastic & Rubber Products,(DC)FDI: ytd: EC: Industry: Publishing & Printing,"(DC)FDI: ytd: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: ytd: EC: Industry: Sundry,(DC)FDI: ytd: EC: Industry: Textile Products,(DC)FDI: ytd: EC: Industry: Tobacco Products,(DC)FDI: ytd: EC: Industry: Wood Products,(DC)FDI: ytd: EC: Industry: Coke & Oil Refining,(DC)FDI: ytd: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: ytd: EC: Industry: Chemical Products,(DC)FDI: ytd: EC: Industry: Machinery & Equipments,"(DC)FDI: ytd: EC: Industry: Eletrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: ytd: EC: Industry: Office Machines & Computing Equip,"(DC)FDI: ytd: EC: Industry: Edition, Printing & Recording",(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Equip,(DC)FDI: ytd: Equity Capital (EC): Services,(DC)FDI: ytd: EC: Services: Advertising & Market Research,(DC)FDI: ytd: EC: Services: Architectural & Engineering Serv,(DC)FDI: ytd: EC: Services: Buildings,(DC)FDI: ytd: EC: Service: Commerce,(DC)FDI: ytd: EC: Services: Commerce: Incl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Commerce: Excl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Electricity & Gas,(DC)FDI: ytd: EC: Services: Financial & Auxiliary Services,(DC)FDI: ytd: EC: Services: Lodging & Food,(DC)FDI: ytd: EC: Services: L&F: Food Industry Service,(DC)FDI: ytd: EC: Services: L&F: Lodging,(DC)FDI: ytd: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: ytd: EC: Services: Information Technology Services,(DC)FDI: ytd: EC: Services: Infrastructure Works,(DC)FDI: ytd: EC: Service: Insurance & Pension Funds,(DC)FDI: ytd: EC: Services: Non Real Estate Lease & Intangib,(DC)FDI: ytd: EC: Services: Nonfinancial Holdings,(DC)FDI: ytd: EC: Services: Office Svcs & Other Svcs Rendere,(DC)FDI: ytd: EC: Services: Other Services,(DC)FDI: ytd: EC: Services: Real Estate Services,(DC)FDI: ytd: EC: Services: Storage & Transport Auxiliary Activities,(DC)FDI: ytd: EC: Services: Telecommunication,(DC)FDI: ytd: EC: Services: Transportation Services,(DC)FDI: ytd: EC: Services: Travel Agencies & Tourist Operat,(DC)FDI: ytd: EC: Services: Water Service,"(DC)FDI: ytd: EC: Services: Vehicle, Machinery & Equip Rent","(DC)FDI: ytd: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: ytd: EC: Services: Financial Intermediation,(DC)FDI: ytd: EC: Services: Service Rendered to Corporation,(DC)FDI: ytd: EC: Services: Computing & Related Activities,(DC)FDI: ytd: EC: Services: Real Estate,(DC)FDI: ytd: EC: Services: Construction,(DC)FDI: ytd: EC: Services: Transportation,(DC)FDI: ytd: EC: Services: Others,"(DC)FDI: ytd: EC: Services: Recreational, Cultural & Sport",(DC)FDI: ytd: EC: Services: Education
12/2006,3504.8,169.06,21.18,26.68,42.22,,,77.97,0.88,0.13,42.22,26.68,1.01,1133.84,292,179.92,2.24,28.65,37.92,326.45,126.5,199.95,30.82,0.21,25.58,7.99,1.83,19.5,1.36,37.06,22.92,1.53,9.06,0.2,4.32,104.28,33.61,216.98,2.24,1.78,37.72,21.9,31.013,66,6.57,1.36,9.23,2201.90708528,4.1,4.49,20.43,170.42,0.63,169.79,90.27,1047.97,253.66,1.14,252.52,6.74,51.08,41.86,24.74,1.3,73.35,73.48,114.11708528,52.31,16.09,19.19,135.77,0.54,0.06,65.3,64.24,0.57,90.27,1047.97,52.34,3.13,167.47,152.4,1.3,19.57,22768.6,1541.82,176.11,213.63,532.17,,,594.71,21.8,3.4,213.63,532.17,25.2,8462.4301,1712.5,936.37,259.99,294.3271,270.01,739.34,525.11,214.23,357.4,55.3,289.89,97.01,151.8,137.13,108.386,190.68,218.5,235.287,1618.67,26.55,649.02,114.27,67.45773,259.981,96,1127.0348,429.61659,206.18737,325.10509,18.21308,278.70947,46.95651,108.38529,12702.17605322,54.95,203.24,612.55,1485.39347,30.58,1527.39,2331.83,2992.515,349.488,22.36,327.128,164.41,141.27,213.46,252.13,67.99,438.18,181.13,720.01085322,890.44,139.566,1214.01,162.9402,14.096,19.0878,67.99,2331.9443,2992.05636,1066.88779,192.22334,1404.0694,320.87547,316.61045,36.72275,34.66811,37.00395
01/2007,2495.3,127.146,12.194,1.349,52.443,,,59.728,0.953,0.479,52.443,1.349,1.432,1118.627,232.067,222.874,17.1,5.463,4.677,7.328,7.078,0.25,24.076,0.292,257.588,1.705,13.903,24.378,0.439,5.101,32.025,11.027,213.381,5.062,37.548,1,1.593,227.97,17.1,11.34,4.68,23.33,24.14,0.53,0.13,0.44,27.61,1249.5434408,43.248,4.262,4.697,364.102,6.192,357.91,159.411,150.796,7.658,0.3,7.358,3.214,6.589,7.541,1.335,18.226,90.483,2.889,86.4864408,79.612,17.491,8.891,190.77,0.403,1.439,7.53,88.11,0.2,159.41,74.8,79.84,2.31,86.71,248.17,18.23,2.04,2495.3,127.146,12.194,1.349,52.443,,,59.728,0.953,0.479,1.349,52.443,1.432,1118.627,232.067,222.874,17.1,5.463,4.677,7.328,7.078,0.25,24.076,0.292,257.588,1.705,13.903,24.378,0.439,5.101,32.025,11.027,213.381,5.062,37.548,1,1.593,17.1,0.53,227.97,24.14,4.68,23.33,0.13,11.34,27.61,0.44,1249.5434408,43.248,4.262,4.697,170.42,6.192,357.91,159.411,150.796,7.658,0.3,7.358,3.214,6.589,7.541,1.335,18.226,90.483,2.889,86.4864408,79.612,17.491,8.891,190.77,0.403,1.439,18.23,159.41,74.8,86.71,7.53,79.84,88.11,248.17,2.04,2.31,0.2
02/2007,1318.6,142.578,26.364,0.098,66.388,,,45.66,3.823,0.245,66.388,0.098,4.068,269.957,58.471,22.208,65.518,5.58,24.368,2.491,1.25,1.241,12.306,0,9.787,2.266,51.441,0.558,0.689,4.519,1.596,0.165,1.277,5.392,0.338,0.75,0.237,26.73,65.52,0.47,5.3,5.23,31.46,0.04,0.31,0.69,5.58,906.04160969,0.568,7.924,12.679,133.397,4.983,128.414,153.1,124.895,4.715,0.402,4.313,10.115,1.444,0.8,1.908,3.069,34.485,3.859,79.88660969,48.115,0.675,255.786,28.225,0.396,0,11.07,13.03,0.14,153.1,124.9,48.57,0.74,57.11,29.3,3.07,1.13,3813.9,269.724,38.558,1.447,118.831,,,105.388,4.776,0.724,1.447,118.831,5.5,1388.584,290.538,245.082,82.618,11.043,29.045,9.819,8.328,1.491,36.382,0.292,267.375,3.971,65.344,24.936,1.128,9.62,33.621,11.192,214.658,10.454,37.886,1.75,1.83,82.62,0.57,419.7,55.6,9.98,28.56,0.44,11.81,33.19,1.13,2155.58505049,43.816,12.186,17.376,170.42,11.175,486.324,312.511,275.691,12.373,0.702,11.671,13.329,8.033,8.341,3.243,21.295,124.968,6.748,166.37305049,127.727,18.166,264.677,218.995,0.799,1.439,21.3,312.51,199.7,143.82,18.6,128.41,101.14,277.47,3.17,3.05,0.34
03/2007,3023.6,316.32,12.38,0.79,65.32,5.53,59.79,236.88,0.89,0.06,59.79,0.79,6.48,1249.37,31.27,860.94,49.12,6.02,20.45,21.07,21.07,0,37.17,0,56.35,1.22,1.01,5.08,3.73,1.4,54.11,6.36,87.81,0,0.14,0,6.12,862.34,49.12,20.68,20.01,5.4,37.67,0,0.62,3.73,4.7,1457.88084267,27.97,44.37,6.78,34.17,8.81,25.36,166.59,752.51,21.77,0.57,21.2,26.18,22.97,1.73,4.51,0.48,124.97,17.86,103.19084267,51.74,13.89,0.79,34.85,0.56,0,23.22,9,0.14,166.59,752.51,51.74,3.14,241.54,49.3,0.48,1.47,6837.5,586.044,50.938,2.237,205.142,26.521,178.621,321.277,5.666,0.784,2.237,178.621,32.971,2637.954,321.808,1106.022,131.738,17.063,49.495,30.889,29.398,1.491,73.552,0.292,323.725,5.191,66.354,30.016,4.858,11.02,87.731,17.552,302.468,10.454,38.026,1.75,7.95,131.74,0.57,1282.04,93.27,29.99,33.96,1.06,32.49,37.89,4.86,3613.46589316,71.786,56.556,24.156,170.42,19.985,511.684,479.101,1028.201,34.143,1.272,32.871,39.509,31.003,10.071,7.753,21.775,249.938,24.608,269.56389316,179.467,32.056,265.467,253.845,1.359,1.439,21.78,479.1,952.21,385.36,41.82,180.15,110.14,326.77,4.64,6.19,0.48
04/2007,2800.1,185.93,19.8,1.26,74.74,5.66,69.08,89.13,0.99,0.01,69.08,1.26,6.66,653.83,188.08,13.33,168.54,0.77,177.97,14.35,14.25,0.1,10.81,0.11,7.71,3.93,19.81,3.83,0.49,11.89,28.14,0.74,0.33,1.02,0.31,0.75,0.92,25.25,168.54,1.24,177.97,0,10.97,0,0.74,0.49,4.19,1960.33854696,0.92,18.75,128.05,813.6,3.1,810.5,14.39,780.48,4.9,0.65,4.25,2.79,6.89,2.47,0.04,1.13,0,22.06,97.68754696,47.09,5.59,10.77,0.041,2.69,0,8.11,167.57,0.11,14.39,684.83,47.153,2.83,140.63,8.28,1.13,2.99,9637.6,771.974,70.738,3.497,279.882,32.181,247.701,410.407,6.656,0.794,3.497,247.701,39.631,3291.784,509.888,1119.352,300.278,17.833,227.465,45.239,43.648,1.591,84.362,0.402,331.435,9.121,86.164,33.846,5.348,22.91,115.871,18.292,302.798,11.474,38.336,2.5,8.87,300.28,0.57,1307.29,104.24,207.96,33.96,1.8,33.73,42.08,5.35,5573.80444013,72.706,75.306,152.206,170.42,23.085,1322.184,493.491,1808.681,39.043,1.922,37.121,42.299,37.893,12.541,7.793,22.905,249.938,46.668,367.25144013,226.557,37.646,276.237,253.886,4.049,1.439,22.91,493.49,1637.04,525.99,49.93,227.303,277.71,335.05,7.63,9.02,0.59
05/2007,1369.6,197.19,19.29,1.83,63.72,6.69,57.03,111.76,0.55,0.04,63.63,0.31,0.68,622.29,76.49,87.36,162.68,59.09,1.17,25.9,25.24,0.66,39.74,0,38.67,1.35,41.47,11.15,0.61,9.92,52.26,0.06,13.95,0.07,0.35,0,0,120.65,140.86,0.48,0.55,58.61,40.46,0,0.46,0.61,9.77,550.16051734,0.2,7.7,35.49,124.23,0.22,124.01,72.8,74.24,4.55,1.61,2.94,13.87,63.17,5.86,3.02,1.51,0,6.09,67.87051734,56.28,0.13,6.02,6.37,0.76,0,64.11,41.55,1.17,72.8,18.93,56.29,4.26,94.52,7.26,1.51,1.21,11007.2,969.164,90.028,5.327,343.602,38.871,304.731,522.167,7.206,0.834,3.81,343.41,8.11,3914.074,586.378,1206.712,462.958,76.923,228.635,71.139,68.888,2.251,124.102,0.402,370.105,10.471,127.634,44.996,5.958,32.83,168.131,18.352,316.748,11.544,38.686,2.5,8.87,441.14,0.57,1427.94,144.7,208.51,92.57,2.26,34.21,51.85,5.96,6123.96495747,72.906,83.006,187.696,170.42,23.305,1446.194,566.291,1882.921,43.593,3.532,40.061,56.169,101.063,18.401,10.813,24.415,249.938,52.758,435.12195747,282.837,37.776,282.257,260.256,4.809,1.439,24.42,566.29,1655.97,620.51,114.04,283.593,319.26,342.31,8.84,13.28,1.76
06/2007,7608.3,139.1,27.6,1.37,38.65,7.39,31.26,70.08,1.33,0.07,38.65,1.37,1.4,3604.07,2893.09,35.19,31.38,2.71,8.5,336.63,272.23,64.4,11.44,0,66.22,2.49,33.06,19.65,0,14.7,56.87,17.64,20.39,23.7,24.84,0.75,4.82,84.07,20.9,17.64,7.98,1.45,12.45,0.11,1.16,7.83,11.33,3865.08731757,0.37,2.44,433.63,222.9,0.01,222.89,7.27,1190.2,15.04,1.73,13.31,1414.77,5.01,13.43,168.97,3.18,0,4.21,70.59731757,77.93,48.58,161.25,9.27,14.84,1.2,5.73,453.33,0.42,7.27,1118.87,77.93,2.76,1495.45,72.69,3.18,2.96,18615.5,1108.264,117.628,6.697,382.252,46.261,335.991,592.247,8.536,0.904,5.18,382.06,9.51,7518.144,3479.468,1241.902,494.338,79.633,237.135,407.769,341.118,66.651,135.542,0.402,436.325,12.961,160.694,64.646,5.958,47.53,225.001,35.992,337.138,35.244,63.526,3.25,13.69,462.04,0.68,1512.01,157.15,216.49,94.02,3.42,51.85,63.18,13.79,9989.05227504,73.276,85.446,621.326,170.42,23.315,1669.084,573.561,3073.121,58.633,5.262,53.371,1470.939,106.073,31.831,179.783,27.595,249.938,56.968,505.71927504,360.767,86.356,443.507,269.526,19.649,2.639,27.6,573.56,2774.84,2115.96,119.77,361.523,772.59,415,11.8,16.04,2.18
07/2007,3814.05613843,1814.36,26.68,2.99,77.25,7.47,69.78,1696.85,10.53,0.06,77.25,2.99,10.59,1079.03,308.32,27.13,394.2,1.2,19.82,9.93,8.59,1.34,189.08,0.05,27.38,3.1,0.5,18.82,0.25,33.37,16.5,12.1,14.55,0.13,1.15,0.75,0.7,67.47,387.24,12.1,19.55,0.11,189.71,0,1.08,1.19,17.64,920.66613843,0.41,1.71,146.41,175.82,54.2,121.62,19.17,284.79,8.03,0.51,7.52,3.83,3.05,5.93,8.62,7.51,0,3.24,77.41613843,143.06,1.33,0.15,29.5,0.69,0,123.46,127.58,0.51,19.17,132.82,143.06,3.01,63.62,31.52,7.51,1.58,22429.51641346,2922.624,144.308,9.687,459.502,53.731,405.771,2289.097,19.066,0.964,9.687,459.502,20.03,8597.174,3787.788,1269.032,888.538,80.833,256.955,417.699,349.708,67.991,324.622,0.452,463.705,16.061,161.194,83.466,6.208,80.9,241.501,48.092,351.688,35.374,64.676,4,14.39,849.28,0.68,1579.48,346.86,236.04,94.13,4.5,63.95,80.82,14.98,10909.71841346,73.686,87.156,767.736,1868.219,77.515,1790.704,592.731,3357.911,66.663,5.772,60.891,1474.769,109.123,37.761,188.403,35.105,249.938,60.208,583.13541346,503.827,87.686,443.657,299.026,20.339,2.639,35.11,592.73,2907.66,2179.58,243.23,504.583,900.17,446.52,13.38,19.05,2.69
08/2007,1855.07209398,226.06,56.45,0.8,98.2,32.31,65.89,65,2.72,2.89,98.2,0.8,5.61,726.73,53.55,19.03,112.9,6.72,1.42,353.4,353.19,0.21,29.11,0.05,12.8,8.42,0.43,23.1,0,39.26,53.45,1.62,3.68,6.48,0.22,0,1.09,77.64,100.02,10.07,1.14,5.28,33.31,0.27,1.17,0,10.73,902.28209398,2.35,13.45,138.79,68.29,0.25,68.04,125.53,210.07,74.94,66.19,8.75,45.7,8.94,0.21,8.05,0.98,0,13.97,92.80209398,53.15,5.1,0.14,39.07,0.75,0,11.38,55.64,0.49,125.53,154.5,144.33,1.94,123.9,44.92,0.98,4.53,24284.58850744,3148.684,200.758,10.487,557.702,86.041,471.661,2354.097,21.786,3.854,10.487,557.702,25.64,9323.904,3841.338,1288.062,1001.438,87.553,258.375,771.099,702.898,68.201,353.732,0.502,476.505,24.481,161.624,106.566,6.208,120.16,294.951,49.712,355.368,41.854,64.896,4,15.48,949.3,0.95,1657.12,380.17,237.18,99.41,5.67,74.02,91.55,14.98,11812.00050744,76.036,100.606,906.526,1936.509,77.765,1858.744,718.261,3567.981,141.603,71.962,69.641,1520.469,118.063,37.971,196.453,36.085,249.938,74.178,675.93750744,556.977,92.786,443.797,338.096,21.089,2.639,36.09,718.26,3062.16,2303.48,254.61,648.913,955.81,491.44,17.91,20.99,3.18
09/2007,1484.40986269,335.52,45.13,0.45,53.61,28.54,25.07,234.85,1.26,0.22,25.07,0.45,0.22,607.6,143.43,41.4,28.4,0.51,0.32,3.4,3.4,0,3.09,4.55,17.85,17.71,131.36,2.24,0.25,9.38,41.3,7.32,84.46,67.92,1.16,0.37,1.18,61.3,17.89,7.52,0.15,0.08,3.7,36.76,0.43,0.25,1.93,541.28986269,1.77,1.87,61.91,155.97,0.14,155.83,22.61,61.06,6.52,0.87,5.65,37.81,7.12,3.22,17.96,0.27,0,7.49,80.36886269,63.23,3.02,8.31,0.251,0.53,0,12.39,31.11,0.24,53.43,30.68,97.6,23.81,79.9,3.8,0.27,1.18,25768.99837013,3484.204,245.888,10.937,611.312,114.581,496.731,2588.947,23.046,4.074,10.937,496.731,4.074,9931.504,3984.768,1329.462,1029.838,88.063,258.695,774.499,706.298,68.201,356.822,5.052,494.355,42.191,292.984,108.806,6.458,129.54,336.251,57.032,439.828,109.774,66.056,4.37,16.66,967.19,37.71,1718.42,383.87,237.33,99.49,6.1,81.54,93.48,15.23,12353.29037013,77.806,102.476,968.436,2092.479,77.905,2014.574,740.871,3629.041,148.123,72.832,75.291,1558.279,125.183,41.191,214.413,36.355,249.938,81.668,756.30637013,620.207,95.806,452.107,338.347,21.619,2.639,36.36,771.69,3092.84,2383.38,267,746.513,986.92,495.24,19.09,44.8,3.42
10/2007,2585.11026568,584.12,26.14,158.32,88.58,49.62,38.96,308.07,1.64,1.37,,,,1059.25,379.77,0.16,311.85,3.65,92.17,164.02,163.88,0.14,20.32,0.29,14.29,1.62,13.09,4.13,2.59,12.31,17.43,0.04,19.1,0.13,0.52,0.7,1.07,,,,,,,,,,,941.74026568,1.89,2.6,104.17,145.54,2.67,142.87,146.52,199.59,4.6,0.81,3.79,16.69,35.64,41.61,7.01,2.78,0,67.57,88.14026568,53.53,0.4,22.17,0.2,1.09,0,,,,,,,,,,,,28354.10863581,4068.324,272.028,169.257,699.892,164.201,535.691,2897.017,24.686,5.444,,,,10990.754,4364.538,1329.622,1341.688,91.713,350.865,938.519,870.178,68.341,377.142,5.342,508.645,43.811,306.074,112.936,9.048,141.85,353.681,57.072,458.928,109.904,66.576,5.07,17.73,,,,,,,,,,,13295.03063581,79.696,105.076,1072.606,2238.019,80.575,2157.444,887.391,3828.631,152.723,73.642,79.081,1574.969,160.823,82.801,221.423,39.135,249.938,149.238,844.44663581,673.737,96.206,474.277,338.547,22.709,2.639,,,,,,,,,,,
11/2007,2899.39319968,262.33,14.47,9.66,235.87,61.54,174.33,0,1.65,0.68,,,,977.06,69.45,19.86,162.21,37.9,21.2,288.63,288.63,0,20.96,0.15,298.67,4.16,0.12,0.89,4.78,5.35,1.38,1.34,4.6,11.38,21.88,0.75,1.4,,,,,,,,,,,1660.00319968,0.34,3.53,84.69,509.64,0.05,509.59,43.6,476.635,6.04,1.16,4.88,8.09,8.87,19.73,163.67,1.53,75.305,4.15,110.89319968,44.41,13.81,52.86,29.35,2.86,0,,,,,,,,,,,,31253.50183549,4330.654,286.498,178.917,935.762,225.741,710.021,2897.017,26.336,6.124,,,,11967.814,4433.988,1349.482,1503.898,129.613,372.065,1227.149,1158.808,68.341,398.102,5.492,807.315,47.971,306.194,113.826,13.828,147.2,355.061,58.412,463.528,121.284,88.456,5.82,19.13,,,,,,,,,,,14955.03383549,80.036,108.606,1157.296,2747.659,80.625,2667.034,930.991,4305.266,158.763,74.802,83.961,1583.059,169.693,102.531,385.093,40.665,325.243,153.388,955.33983549,718.147,110.016,527.137,367.897,25.569,2.639,,,,,,,,,,,
12/2007,3081.36,420.15,16.14,81.37,132.75,46.06,86.69,175.68,14.18,0.03,,,,1513.47,265.47,28.81,139.69,29.46,12.73,593.12,592.9,0.22,30.27,0,53.52,2.54,148.01,17.7,2.81,13.16,139.18,0.04,13.38,2.23,1.55,0.5,19.3,,,,,,,,,,,1147.74,14.27,23.03,82.52,92.5,0.06,92.44,124.25,218.27,25.54,1.13,24.41,23.49,21.53,18.29,130.54,36.69,50.97,10.56,115.46,103.97,11.37,24.27,19.17,1.05,0,,,,,,,,,,,,34334.86183549,4750.804,302.638,260.287,1068.512,271.801,796.711,3072.697,40.516,6.154,,,,13481.284,4699.458,1378.292,1643.588,159.073,384.795,1820.269,1751.708,68.561,428.372,5.492,860.835,50.511,454.204,131.526,16.638,160.36,494.241,58.452,476.908,123.514,90.006,6.32,38.43,,,,,,,,,,,16102.77383549,94.306,131.636,1239.816,2840.159,80.685,2759.474,1055.241,4523.536,184.303,75.932,108.371,1606.549,191.223,120.821,515.633,77.355,376.213,163.948,1070.79983549,822.117,121.386,551.407,387.067,26.619,2.639,,,,,,,,,,,
01/2008,3823.83086205,258.212,21.456,13.224,119.202,31.03,88.172,103.189,0.385,0.756,,,,1349.819,658.72,4.529,48.415,8.505,11.1,289.516,289.369,0.147,77.296,0,46.188,2.671,29.116,1.379,2.56,17.563,47.347,0.315,8.78,0.638,0.603,0.75,93.828,,,,,,,,,,,2215.79986205,36.255,9.582,124.708,356.429,1.83,354.599,25.794,946.653,8.969,1.073,7.896,7.786,26.878,42.397,88.089,0.205,51.698,6.07,82.53286205,66.576,218.952,11.606,3.746,0.538,100.336,,,,,,,,,,,,3823.83086205,258.212,21.456,13.224,119.202,31.03,88.172,103.189,0.385,0.756,,,,1349.819,658.72,4.529,48.415,8.505,11.1,289.516,289.369,0.147,77.296,0,46.188,2.671,29.116,1.379,2.56,17.563,47.347,0.315,8.78,0.638,0.603,0.75,93.828,,,,,,,,,,,2215.79986205,36.255,9.582,124.708,356.429,1.83,354.599,25.794,946.653,8.969,1.073,7.896,7.786,26.878,42.397,88.089,0.205,51.698,6.07,82.53286205,66.576,218.952,11.606,3.746,0.538,100.336,,,,,,,,,,,
