,(DC)FDI: Equity Capital (EC): Total,"(DC)FDI: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: EC: CM: Crop, Livestock & Related Services",(DC)FDI: EC: CM: Forestry,(DC)FDI: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: EC: CM: OE: Mineral Extraction,(DC)FDI: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: EC: CM: Metallic Mineral Extraction,(DC)FDI: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: EC: CM: Others,(DC)FDI: EC: CM: Petroleum Extraction & Related Services,"(DC)FDI: EC: CM: Silviculture, Forest Mgmt & Related Serv",(DC)FDI: EC: CM: Others,(DC)FDI: Equity Capital (EC): Industry,(DC)FDI: EC: Industry: Basic metallurgy,(DC)FDI: EC: Industry: Chemical Industry,"(DC)FDI: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: EC: Industry: Electrical Machines, Devices & Apparatuses",(DC)FDI: EC: Industry: Foodstuff and Beverages,(DC)FDI: EC: Industry: F&B: Foodstuff,(DC)FDI: EC: Industry: F&B: Beverages,(DC)FDI: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: EC: Industry: Maintenance & Repair of Computer Eqpt,(DC)FDI: EC: Industry: Mfg & Assembly of Automotive Engine,(DC)FDI: EC: Industry: Metal Products,(DC)FDI: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: EC: Industry: Other Transportation Eqpts Industry,(DC)FDI: EC: Industry: Pharmaceuticals,(DC)FDI: EC: Industry: Plastic & Rubber Products,(DC)FDI: EC: Industry: Publishing & Printing,"(DC)FDI: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: EC: Industry: Sundry,(DC)FDI: EC: Industry: Textile Products,(DC)FDI: EC: Industry: Tobacco Products,(DC)FDI: EC: Industry: Wood Products,(DC)FDI: EC: Industry: Chemical Products,(DC)FDI: EC: Industry: Coke & Oil Refining,"(DC)FDI: EC: Industry: Edition, Printing & Recording","(DC)FDI: EC: Industry: Elect Machines, Devices & Apparatus",(DC)FDI: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: EC: Industry: Machinery & Equipments,(DC)FDI: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: EC: Industry: Office Machines & Computing Equip,(DC)FDI: EC: Industry: Other Transportation Equipments,(DC)FDI: EC: Industry: Other Industries,(DC)FDI: Equity Capital (EC): Services,(DC)FDI: EC: Services: Advertising & Market Research,(DC)FDI: EC: Services: Architectural & Engineering Services,(DC)FDI: EC: Services: Buildings,(DC)FDI: EC: Services: Commerce,(DC)FDI: EC: Services: Commerce: Incl Maintenance of Vehicle,(DC)FDI: EC: Services: Commerce: Excl Maintenance of Vehicle,(DC)FDI: EC: Services: Electricity & Gas,(DC)FDI: EC: Services: Financial & Auxiliary Services,(DC)FDI: EC: Services: Lodging & Food,(DC)FDI: EC: Services: L&F: Food Industry Service,(DC)FDI: EC: Services: L&F: Lodging,(DC)FDI: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: EC: Services: Information Technology Services,(DC)FDI: EC: Services: Infrastructure works,(DC)FDI: EC: Services: Insurance & Pension Funds,(DC)FDI: EC: Services: Non Real Estate Lease & Intangible Assets,(DC)FDI: EC: Services: Nonfinancial Holdings,(DC)FDI: EC: Services: Office Svcs & Other Svcs Rendered to Corp,(DC)FDI: EC: Services: Other Services,(DC)FDI: EC: Services: Real Estate Services,(DC)FDI: EC: Services: Storage & Transpo Auxiliary Activities,(DC)FDI: EC: Services: Telecommunication,(DC)FDI: EC: Services: Transportation Services,(DC)FDI: EC: Services: Travel Agencies & Tourist Operators,(DC)FDI: EC: Services: Water Services,(DC)FDI: EC: Services: Computing & Related Activities,(DC)FDI: EC: Services: Construction,(DC)FDI: EC: Services: Education,"(DC)FDI: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: EC: Services: Financial Intermediation,(DC)FDI: EC: Services: Real Estate,"(DC)FDI: EC: Services: Recreational, Cultural & Sport Activity",(DC)FDI: EC: Services: Services Rendered to Corporations,(DC)FDI: EC: Services: Transportation,"(DC)FDI: EC: Serv: Vehicle, Machinery & Equip Rent",(DC)FDI: EC: Services: Others,(DC)FDI: ytd: Equity Capital (EC)): Total,"(DC)FDI: ytd: EC: Crop, Livestock & Mineral Extraction (CM)","(DC)FDI: ytd: EC: CM: Crop, Livestock & Related Services",(DC)FDI: ytd: EC: CM: Forestry,(DC)FDI: ytd: EC: CM: Oil Extraction & Related Services (OE),(DC)FDI: ytd: EC: CM: OE: Mineral Extraction,(DC)FDI: ytd: EC: CM: OE: Oil & Gas Extraction,(DC)FDI: ytd: EC: CM: Metallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Nonmetallic Mineral Extraction,(DC)FDI: ytd: EC: CM: Others,"(DC)FDI: ytd: EC: CM: Silviculture, Forest Mgmt","(DC)FDI: ytd: EC: CM: Petroleum Extraction, Rel Serv",(DC)FDI: ytd: EC: CM: Others,(DC)FDI: ytd: Equity Capital (EC): Industry,(DC)FDI: ytd: EC: Industry: Basic metallurgy,(DC)FDI: ytd: EC: Industry: Chemical Industry,"(DC)FDI: ytd: EC: Industry: Coke, Oil Derivatives & Biofuels","(DC)FDI: ytd: EC: Industry: Computer Eqpt, Electronic & Optical Pdts","(DC)FDI: ytd: EC: Industry: Electrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Foodstuff and Beverages,(DC)FDI: ytd: EC: Industry: F&B: Foodstuff,(DC)FDI: ytd: EC: Industry: F&B: Beverages,(DC)FDI: ytd: EC: Industry: Machinery & Eqpts Industry,(DC)FDI: ytd: EC: Industry: Maintenance & Repair of Computer,(DC)FDI: ytd: EC: Industry: Mfg & Assembly of Auto Engine,(DC)FDI: ytd: EC: Industry: Metal Products,(DC)FDI: ytd: EC: Industry: Nonmetallic Mineral Products,(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Eqpts Indus,(DC)FDI: ytd: EC: Industry: Pharmaceuticals,(DC)FDI: ytd: EC: Industry: Plastic & Rubber Products,(DC)FDI: ytd: EC: Industry: Publishing & Printing,"(DC)FDI: ytd: EC: Industry: Pulp, Paper & Paper Products",(DC)FDI: ytd: EC: Industry: Sundry,(DC)FDI: ytd: EC: Industry: Textile Products,(DC)FDI: ytd: EC: Industry: Tobacco Products,(DC)FDI: ytd: EC: Industry: Wood Products,(DC)FDI: ytd: EC: Industry: Coke & Oil Refining,(DC)FDI: ytd: EC: Industry: Mfg of Medical & Optical Equip,(DC)FDI: ytd: EC: Industry: Chemical Products,(DC)FDI: ytd: EC: Industry: Machinery & Equipments,"(DC)FDI: ytd: EC: Industry: Eletrical Machines, Devices & Apparatus",(DC)FDI: ytd: EC: Industry: Electronic Devices & Comm Equip,(DC)FDI: ytd: EC: Industry: Office Machines & Computing Equip,"(DC)FDI: ytd: EC: Industry: Edition, Printing & Recording",(DC)FDI: ytd: EC: Industry: Other Industries,(DC)FDI: ytd: EC: Industry: Other Transportation Equip,(DC)FDI: ytd: Equity Capital (EC): Services,(DC)FDI: ytd: EC: Services: Advertising & Market Research,(DC)FDI: ytd: EC: Services: Architectural & Engineering Serv,(DC)FDI: ytd: EC: Services: Buildings,(DC)FDI: ytd: EC: Service: Commerce,(DC)FDI: ytd: EC: Services: Commerce: Incl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Commerce: Excl Maintenance of Veh,(DC)FDI: ytd: EC: Services: Electricity & Gas,(DC)FDI: ytd: EC: Services: Financial & Auxiliary Services,(DC)FDI: ytd: EC: Services: Lodging & Food,(DC)FDI: ytd: EC: Services: L&F: Food Industry Service,(DC)FDI: ytd: EC: Services: L&F: Lodging,(DC)FDI: ytd: EC: Services: HQ Consulting & Mgt Activities,(DC)FDI: ytd: EC: Services: Information Technology Services,(DC)FDI: ytd: EC: Services: Infrastructure Works,(DC)FDI: ytd: EC: Service: Insurance & Pension Funds,(DC)FDI: ytd: EC: Services: Non Real Estate Lease & Intangib,(DC)FDI: ytd: EC: Services: Nonfinancial Holdings,(DC)FDI: ytd: EC: Services: Office Svcs & Other Svcs Rendere,(DC)FDI: ytd: EC: Services: Other Services,(DC)FDI: ytd: EC: Services: Real Estate Services,(DC)FDI: ytd: EC: Services: Storage & Transport Auxiliary Activities,(DC)FDI: ytd: EC: Services: Telecommunication,(DC)FDI: ytd: EC: Services: Transportation Services,(DC)FDI: ytd: EC: Services: Travel Agencies & Tourist Operat,(DC)FDI: ytd: EC: Services: Water Service,"(DC)FDI: ytd: EC: Services: Vehicle, Machinery & Equip Rent","(DC)FDI: ytd: EC: Services: Electricity, Gas & Hot Water",(DC)FDI: ytd: EC: Services: Financial Intermediation,(DC)FDI: ytd: EC: Services: Service Rendered to Corporation,(DC)FDI: ytd: EC: Services: Computing & Related Activities,(DC)FDI: ytd: EC: Services: Real Estate,(DC)FDI: ytd: EC: Services: Construction,(DC)FDI: ytd: EC: Services: Transportation,(DC)FDI: ytd: EC: Services: Others,"(DC)FDI: ytd: EC: Services: Recreational, Cultural & Sport",(DC)FDI: ytd: EC: Services: Education
12/2000,2709.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33402.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/2001,1583.7,52,,,,,,,,,37,,15,405,0,,,,,21,,,,,170,8,2,,,,8,,0,,7,,1,127,,1,13,9,16,,0,,21,1105,,,,115,,,,,5,,,,,,11,,,,,,,129,,,2,44,30,,606,55,12,,52,19,,24,1583.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/2001,1015.2,71,,,,,,,,,58,,13,239,0,,,,,3,,,,,15,4,1,,,,3,,6,,2,,9,135,,0,8,23,24,,0,,6,692,,,,105,,,,,23,,,,,,14,,,,,,,116,,,2,64,4,,16,237,33,,69,4,,5,2598.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/2001,2384.7,59.09,,,,,,,,,48.59,,10.5,723.58,19.34,,,,,129.48,,,,,132.07,1.4,0,,,,3.45,,1.18,,1.5,,2.9,232.8,,83.26751517,48.91,8.6,6.96,,0,,51.72248483,1587.18,,,,32.63,,,,,2.4,,,,,,19.98,,,,,,,1233.35,,,0.77,40.29,47.05,,29.47,47.11,11.25,,44.43,60.2,,18.25,4983.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/2001,2123.9,50.64,,,,,,,,,40.39,,10.25,316.97,1.27,,,,,13.84,,,,,26.18,6.48,1.01,,,,16.78,,0,,0.6,,1.6,171.17,,6.53977958,9.98,13.3,28.69,,5,,14.53022042,1758.43,,,,89.67,,,,,0.8,,,,,,4.17,,,,,,,311.78,,,2.89,64.78,18.42,,49.89,1156.72,2.2,,38.09,17.8,,1.22,7107.5,232.762,,,,,,,,,,183.836,48.926,1684.513,21.018,,,,,167.651,,,,,343.142,20.11,3.732,,,,31.396,,7.31,,11,,14.6,,,665.874,75.402,79.965,53.771,5.4,91.08760819,93.05439181,,5155.975,,,,341.744,,,,,31.4,,,,,,49.99,,,,,,,1789.466,,,8.43,,701.22,1509.161,203.557,213.175,58.45,99.855,101.4,48.127,,
05/2001,1110.1,95.2,,,,,,,,,79.8,,15.4,397.62,15.68,,,,,19.64,,,,,46.2,4.12,86.87,,,,13.94,,2,,1.3,,2.4,76.35,,5.51305609,32.48,2.27,71.89,,0,,16.96694391,607.57,,,,100.64,,,,,1.7,,,,,,20,,,,,,,113.37,,,1,150.83,13.98,,53.17,16.27,10,,109,1.9,,15.71,8217.6,327.962,,,,,,,,,,263.636,64.326,2082.133,36.698,,,,,187.291,,,,,389.342,24.23,90.602,,,,45.336,,9.31,,12.3,,17,,,742.224,147.292,112.445,56.041,5.4,96.60066428,110.02133572,,5750.445,,,,442.384,,,,,33.1,,,,,,69.99,,,,,,,1902.836,,,9.43,,754.39,1512.331,312.557,364.005,68.45,113.835,103.3,63.837,,
06/2001,1198.6,71,,,,,,,,,63,,8,263,1,,,,,9,,,,,58,7,3,,,,3,,1,,8,,2,111,,2,22,9,12,,8,,9,857,,,,120,,,,,4,,,,,,33,,,,,,,324,,,0,157,39,,74,6,33,,38,2,,26,9416.2,393,,,,,,,,,,326,67,2350,42,,,,,195,,,,,447,36,96,,,,50,,10,,20,,19,,,858,159,134,51,14,98,120,,6599,,,,523,,,,,36,,,,,,104,,,,,,,2263,,,7,,828,1500,300,524,100,159,106,149,,
07/2001,2266.6,77,,,,,,,,,70,,7,1010,10,,,,,17,,,,,595,10,8,,,,16,,122,,8,,0,151,,3,27,16,19,,1,,7,1165,,,,73,,,,,4,,,,,,471,,,,,,,103,,,3,25,34,,69,271,8,,48,6,,49,11682.8,470,,,,,,,,,,396,74,3360,53,,,,,212,,,,,1041,45,104,,,,66,,132,,28,,19,,,1010,178,162,67,14,101,127,,7764,,,,597,,,,,40,,,,,,575,,,,,,,2366,,,10,,897,1771,348,550,109,193,112,198,,
08/2001,1228.8,196,,,,,,,,,188,,8,331,2,,,,,23,,,,,37,9,1,,,,9,,4,,1,,2,40,,2,13,136,50,,1,,3,690,,,,189,,,,,9,,,,,,12,,,,,,,49,,,0,17,14,,197,103,18,,63,5,,15,12911.6,667,,,,,,,,,,585,82,3691,55,,,,,235,,,,,1078,54,105,,,,75,,136,,28,,21,,,1050,228,174,203,15,103,131,,8454,,,,785,,,,,49,,,,,,586,,,,,,,2415,,,10,,1094,1874,410,567,126,207,117,213,,
09/2001,1636.7,83.46826889,,,,,,,,,79.41768693,,4.05058196,424.88344524,2.6442623,,,,,88.83719806,,,,,75.18355134,1.42248265,0.78068678,,,,61.31035333,,0.069765,,0.209,,3.21009262,75.780458,,18.33795789,75.71876259,2.1275895,12.06774348,,0.48411,,6.6994317,1082.47583219,,,,327.76508376,,,,,219.38790724,,,,,,30.17747062,,,,,,,372.55339775,,,2.04195,23.56428679,3.9255279,,38.60285344,10.68675546,15.05607391,,30.65233293,2.65654632,,5.40564607,14548.3,750.20479334,,,,,,,,,,663.95491814,86.2498752,4116.02094115,57.30107283,,,,,324.12902055,,,,,1153.61779481,55.35231739,105.83539712,,,,136.5733685,,135.59429554,,28.5773414,,24.1504589,,,1125.37536116,240.12597181,249.9960957,205.28665706,15.50890023,121.37823762,137.21865053,,9536.72982277,,,,1112.85189823,,,,,268.67203159,,,,,,616.36586695,,,,,,,2787.92752439,,,12.13781207,,1132.19208908,1884.40081832,441.13623673,590.58136593,141.13569615,210.8300605,119.87755603,218.6208668,,
10/2001,964.8,50,,,,,,,,,28,,23,583,3,,,,,198,,,,,44,7,1,,,,13,,0,,3,,4,74,,2,32,183,6,,0,,12,314,,,,103,,,,,1,,,,,,0,,,,,,,38,,,0,25,10,,29,28,11,,46,6,,17,15513.1,801,,,,,,,,,,692,109,4699,60,,,,,522,,,,,1198,63,107,,,,150,,136,,32,,28,,,1199,246,282,388,16,123,149,,9850,,,,1216,,,,,270,,,,,,617,,,,,,,2826,,,12,,1162,1912,487,616,152,220,125,235,,
11/2001,1674.3,642.77985367,,,,,,,,,626.92643371,,15.85341996,557.54216175,20.60787324,,,,,8.7485279,,,,,75.86981581,31.21521403,1.90559891,,,,13.76847454,,0.804955,,0.90919677,,1.155475,76.52261754,,5.81268797,4.05671139,289.54879107,8.37045005,,0.15,,18.09577253,460.12092112,,,,133.03748365,,,,,1.48159651,,,,,,0.50039001,,,,,,,140.96849648,,,0.49,22.98751387,7.09990844,,11.59347928,57.51424279,20.09043385,,44.55774397,6.78692809,,13.01270418,17187.4,1443.31450298,,,,,,,,,,1318.68455135,124.62995163,5256.78037238,80.92408607,,,,,531.21642102,,,,,1273.62921813,93.79446402,108.997308,,,,163.43658205,,136.48497654,,32.82623417,,29.5278815,,,1275.65905133,254.40327578,285.70861298,677.67019247,15.99301023,128.96118289,167.5478752,,10310.47309088,,,,1349.19325078,,,,,271.33337043,,,,,,617.25593322,,,,,,,2966.62812892,,,12.62781207,,1173.13292747,1969.42016047,532.01680507,638.69756972,172.3518605,227.46714935,132.17512256,248.17300032,,
12/2001,3905.5,50.23611974,,,,,,,,,41.20552812,,9.03059162,1744.19463017,350.1556091,,,,,31.51236206,,,,,276.23609025,14.53579306,21.27084699,,,,12.69287232,,13.52096,,23.28227325,,41.76148814,270.48791929,,11.20715047,41.60956462,488.03382033,89.87573552,,7.04422142,,50.96792335,2236.69729704,,,,284.97052125,,,,,3.52135436,,,,,,10.99903255,,,,,,,1163.86180447,,,15.769379,81.57969527,36.46515777,,268.4259473,153.33846365,14.97311112,,164.90343705,13.49746194,,24.39193131,21092.9,1493.55062272,,,,,,,,,,1359.89007947,133.66054325,7000.97500255,431.07969517,,,,,562.72878308,,,,,1549.86530838,108.33025708,130.26815499,,,,176.12945437,,150.00593654,,56.10850742,,71.28936964,,,1546.14697062,344.2790113,327.3181776,1165.7040128,23.03723165,140.16833336,218.51579855,,12547.17038792,,,,1634.16377203,,,,,274.85472479,,,,,,628.25496577,,,,,,,4130.48993339,,,28.39719107,,1441.55887477,2122.75862412,696.92024212,720.27726499,187.32497162,263.93230712,145.6725845,272.56493163,,
01/2002,1636.4,77.84,,,,,,,,,71.548,,6.292,537.124,23.414,,,,,30.307,,,,,212.138,5.658,1.871,,,,6.242,,0.219,,1.843,,1.529,179.679,,3.304,46.077,2.23,11.15,,0.6,,10.863,1011.962,,,,229.649,,,,,0.967,,,,,,7.065,,,,,,,356.559,,,15.876,36.037,17.203,,132.957,9.331,12.195,,165.101,7.759,,21.263,1636.4,77.84,,,,,,,,,,71.548,6.292,537.124,23.414,,,,,30.307,,,,,212.138,5.658,1.871,,,,6.242,,0.219,,1.843,,1.529,,,179.679,11.15,46.077,2.23,0.6,3.304,10.863,,1011.962,,,,229.649,,,,,0.967,,,,,,7.065,,,,,,,356.559,,,15.876,,132.957,9.331,165.101,36.037,12.195,17.203,7.759,21.263,,
02/2002,648.7,45.1,,,,,,,,,32.3,,12.8,248,0.9,,,,,17.9,,,,,14,15.1,1.2,,,,15.7,,2.2,,11.7,,0.5,103.8,,1.2,31.1,2.4,4.5,,20.1,,5.7,345.6,,,,78.6,,,,,1.7,,,,,,3.1,,,,,,,68.6,,,32,9.6,10.9,,38.5,6.8,22.1,,54.3,5.5,,13.9,2285.1,122.94,,,,,,,,,,103.848,19.092,785.124,24.314,,,,,48.207,,,,,226.138,20.758,3.071,,,,21.942,,2.419,,13.543,,2.029,,,283.479,15.65,77.177,4.63,20.7,4.504,16.563,,1357.562,,,,308.249,,,,,2.667,,,,,,10.165,,,,,,,425.159,,,47.876,,171.457,16.131,219.401,45.637,34.295,28.103,13.259,35.163,,
03/2002,2218.8,47,,,,,,,,,37.3,,9.7,1102.5,9.5,,,,,971.1,,,,,11.4,4.7,1.1,,,,12.3,,1,,2,,1.6,40.6,,2.6,0.1,0.3,38.6,,0.2,,5.4,1042.1,,,,53,,,,,4,,,,,,2,,,,,,,689.8,,,0,39.6,18,,14.4,139.6,5.1,,40.2,8.1,,28.3,4503.9,169.94,,,,,,,,,,141.148,28.792,1887.624,33.814,,,,,1019.307,,,,,237.538,25.458,4.171,,,,34.242,,3.419,,15.543,,3.629,,,324.079,54.25,77.277,4.93,20.9,7.104,21.963,,2399.662,,,,361.249,,,,,6.667,,,,,,12.165,,,,,,,1114.959,,,47.876,,185.857,155.731,259.601,85.237,39.395,46.103,21.359,63.463,,
04/2002,1515.5,32,,,,,,,,,21,,10,555,15,,,,,234,,,,,35,3,1,,,,19,,0,,18,,1,132,,1,2,32,49,,0,,14,914,,,,60,,,,,4,,,,,,7,,,,,,,577,,,1,54,13,,61,31,20,,53,10,,24,6019.4,202,,,,,,,,,,163,39,2443,49,,,,,1253,,,,,272,29,6,,,,53,,3,,33,,4,,,456,103,79,37,21,8,36,,3314,,,,421,,,,,11,,,,,,19,,,,,,,1692,,,49,,247,187,312,139,59,59,32,87,,
05/2002,1320.8,24.3,,,,,,,,,13,,11.3,503.1,5.8,,,,,165.1,,,,,50.6,1.8,2.1,,,,6.4,,0,,2.3,,2.1,209.5,,0,12.7,0.6,6.7,,9.9,,27.5,782.8,,,,119.2,,,,,4.6,,,,,,126.5,,,,,,,8.6,,,0.2,16.9,6.3,,33.5,389.4,5.8,,45.9,15.9,,10,7340.2,225.84,,,,,,,,,,175.548,50.292,2945.824,55.014,,,,,1418.207,,,,,322.838,30.658,7.671,,,,59.542,,3.419,,35.343,,6.329,,,665.679,109.45,91.877,37.33,30.9,7.804,63.763,,4096.362,,,,540.149,,,,,15.367,,,,,,145.165,,,,,,,1700.459,,,48.976,,280.657,576.431,358.101,156.037,64.695,65.503,47.559,97.263,,
06/2002,2628.7,39.6,,,,,,,,,34.9,,4.7,506.5,8.3,,,,,56.5,,,,,89.9,2,19.8,,,,14,,0,,19.4,,2.8,229.4,,3.2,6.1,12,12.8,,3.3,,27,2070.5,,,,33.2,,,,,0.9,,,,,,23.7,,,,,,,781.8,,,0.1,11.1,10.1,,976.6,153.7,13,,54.4,4.8,,7.1,9968.9,265.44,,,,,,,,,,210.448,54.992,3452.324,63.314,,,,,1474.707,,,,,412.738,32.658,27.471,,,,73.542,,3.419,,54.743,,9.129,,,895.079,122.25,97.977,49.33,34.2,11.004,90.763,,6167.089,,,,573.349,,,,,16.267,,,,,,168.865,,,,,,,2482.259,,,49.076,,1257.257,730.131,412.501,167.137,77.695,75.603,52.359,104.59,,
07/2002,2319.2,43.32,,,,,,,,,25.741,,17.579,1240,25.207,,,,,16.529,,,,,866.517,32.023,6.563,,,,31.589,,5.291,,23.795,,2.435,154.713,,2.699,3.622,16.32,37.699,,0.549,,14.449,1028,,,,73.175,,,,,0.994,,,,,,19.104,,,,,,,634.582,,,0,7.408,17.031,,56.256,95.736,9.332,,88.787,21.666,,3.929,12288.1,308.76,,,,,,,,,,236.189,72.571,4692.324,88.521,,,,,1491.236,,,,,1279.255,64.681,34.034,,,,105.131,,8.71,,78.538,,11.564,,,1049.792,159.949,101.599,65.65,34.749,13.703,105.212,,7195.089,,,,646.524,,,,,17.261,,,,,,187.969,,,,,,,3116.841,,,49.076,,1313.513,825.867,501.288,174.545,87.027,92.634,74.025,108.519,,
08/2002,1379.3,75,,,,,,,,,55,,20,347,8,,,,,29,,,,,170,5,47,,,,3,,0,,2,,1,36,,1,11,1,26,,3,,5,943,,,,204,,,,,3,,,,,,9,,,,,,,575,,,0,4,8,,43,18,15,,46,17,,2,13667.4,384,,,,,,,,,,291,92,5040,96,,,,,1520,,,,,1450,69,81,,,,108,,9,,80,,13,,,1085,186,113,66,38,15,110,,8138,,,,850,,,,,20,,,,,,197,,,,,,,3692,,,49,,1357,844,547,178,102,101,91,110,,
09/2002,1268.7,51.799,,,,,,1,,,34.799,,16,465.141,19.844,,,,,154.081,,,,,118.255,5.478,3.512,,,,6.405,,0.23,,1.895,,1.449,63.477,,15.197,12.529,10.295,36.271,,7.622,,8.601,739.616,,,,374.781,,,,,2.439,,,,,,5.497,,,,,,,107.95,,,0,8.439,14.418,,12.141,107.185,39.552,,53.377,4.404,,9.433,14936.1,435.508,,,,,,31,,,,325.508,79,5504.688,116.314,,,,,1674.162,,,,,1567.916,74.72,84.923,,,,114.65,,9.04,,82.053,,14.138,,,1148.781,222.059,125.52,76.595,45.387,30.085,118.345,,8877.954,,,,1225.238,,,,,22.478,,,,,,202.532,,,,,,,3799.768,,,49.176,,1369.039,951.011,600.665,186.633,141.425,115.11,95.205,119.674,,
10/2002,907.6,22.43,,,,,,1,,,13.43,,8,406.05,7.2,,,,,73.01,,,,,31.08,4.38,27.26,,,,6.45,,0.05,,7.58,,0.63,149,,3.2,52.84,4.83,32.16,,1.57,,4.81,466.84,,,,91.87,,,,,15.13,,,,,,0.6,,,,,,,52.5,,,0,9.75,3.31,,129.08,57.88,18.78,,47.43,4.98,,35.53,15843.7,457.938,,,,,,32,,,,338.938,87,5910.738,123.514,,,,,1747.172,,,,,1598.996,79.1,112.183,,,,121.1,,9.09,,89.633,,14.768,,,1297.781,254.219,178.36,81.425,46.957,33.285,123.155,,9344.794,,,,1317.108,,,,,37.608,,,,,,203.132,,,,,,,3852.268,,,49.176,,1498.119,1008.891,648.095,196.383,160.205,118.42,100.185,155.204,,
11/2002,1038.6,156,,,,,,1,,,148,,6,536,10,,,,,109,,,,,24,5,7,,,,19,,1,,2,,1,120,,6,27,40,97,,1,,67,284,,,,72,,,,,16,,,,,,10,,,,,,,21,,,2,6,16,,23,36,11,,64,0,,7,16882.3,614,,,,,,33,,,,487,93,6447,133,,,,,1856,,,,,1623,84,119,,,,140,,10,,92,,16,,,1418,351,205,121,47,40,190,,9629,,,,1390,,,,,53,,,,,,213,,,,,,,3873,,,51,,1521,1045,712,203,171,134,100,162,,
12/2002,2077.4,24.4,,,,,,2,,,20.4,,2,1170.425,5.2,,,,,17.1,,,,,195.9,6.7,5.3,,,,42.8,,0.4,,5.8,,0,154.7,,4.1,166.2,422.5,39.2,,47.9,,56.625,869.946,,,,114.1,,,,,72.4,,,,,,2.4,,,,,,,292.9,,,43.3,22.1,13.8,,12.9,160.5,25.8,,79.6,23.8,,6.346,18959.7,637.938,,,,,,35,,,,507.538,95.4,7617.063,138.514,,,,,1872.772,,,,,1819.096,90.5,124.383,,,,182.6,,10.69,,97.833,,15.768,,,1572.781,390.619,371.56,543.825,95.357,43.785,246.98,,10522.64,,,,1503.608,,,,,125.708,,,,,,215.632,,,,,,,4189.968,,,94.076,,1534.119,1205.691,791.395,224.883,196.805,148.02,124.085,168.65,,
01/2003,804.7,27.2,,,,,,2,,,22.2,,3,305.4,163.7,,,,,6.4,,,,,12.7,1.5,1.9,,,,17.8,,9.5,,7.3,,0.7,30.7,,0.4,7.6,8,34.3,,0.3,,2.6,462.9,,,,89.9,,,,,62.9,,,,,,3.3,,,,,,,52,,,0.2,22.6,2.9,,163.7,14.5,10.4,,27.2,5.4,,7.9,804.7,27.2,,,,,,2,,,,22.2,3,305.4,163.7,,,,,6.4,,,,,12.7,1.5,1.9,,,,17.8,,9.5,,7.3,,0.7,,,30.7,34.3,7.6,8,0.3,0.4,2.6,,462.9,,,,89.9,,,,,62.9,,,,,,3.3,,,,,,,52,,,0.2,,163.7,14.5,27.2,22.6,10.4,2.9,5.4,7.9,,
02/2003,473.4,41.151,,,,,,1,,,29.151,,11,105.49,12,,,,,31.32,,,,,7.4,7.8,1.8,,,,1.9,,0.22,,0.2,,0,4.8,,1,2.22,13.4,9.7,,0.26,4,7.47,308.65,,,,55.4,,,,,2.28,,,,,,5.5,,,,,,,68.6,,,1.1,18.6,1.3,,18.4,36.4,9.1,,78.2,1,,12.77,1278.1,68.351,,,,,,3,,,,51.351,14,410.89,175.7,,,,,37.72,,,,,20.1,9.3,3.7,,,,19.7,,9.72,,7.5,,0.7,,,35.5,44,9.82,21.4,0.56,1.4,9.07,5,771.55,,,,145.3,,,,,65.18,,,,,,8.8,,,,,,,120.6,,,1.3,,182.1,50.9,105.4,41.2,19.5,4.2,6.4,20.67,,
